version,split,modality,position,zero_count,sample_count
unaligned,train,audio,471,3360,3395
unaligned,train,audio,472,3360,3395
unaligned,train,audio,473,3360,3395
unaligned,train,audio,474,3360,3395
unaligned,train,audio,475,3361,3395
unaligned,train,audio,476,3361,3395
unaligned,train,audio,477,3361,3395
unaligned,train,audio,478,3361,3395
unaligned,train,audio,479,3361,3395
unaligned,train,audio,480,3362,3395
unaligned,train,audio,481,3362,3395
unaligned,train,audio,482,3362,3395
unaligned,train,audio,483,3362,3395
unaligned,train,audio,484,3363,3395
unaligned,train,audio,485,3364,3395
unaligned,train,audio,486,3364,3395
unaligned,train,audio,487,3364,3395
unaligned,train,audio,488,3364,3395
unaligned,train,audio,489,3365,3395
unaligned,train,audio,490,3365,3395
unaligned,train,audio,491,3367,3395
unaligned,train,audio,492,3367,3395
unaligned,train,audio,493,3367,3395
unaligned,train,audio,494,3369,3395
unaligned,train,audio,495,3369,3395
unaligned,train,audio,496,3369,3395
unaligned,train,audio,497,3370,3395
unaligned,train,audio,498,3371,3395
unaligned,train,audio,499,3371,3395
unaligned,train,vision,0,30,3395
unaligned,train,vision,1,133,3395
unaligned,train,vision,2,148,3395
unaligned,train,vision,3,152,3395
unaligned,train,vision,4,159,3395
unaligned,train,vision,5,173,3395
unaligned,train,vision,6,188,3395
unaligned,train,vision,7,183,3395
unaligned,train,vision,8,196,3395
unaligned,train,vision,9,199,3395
unaligned,train,vision,10,194,3395
unaligned,train,vision,11,197,3395
unaligned,train,vision,12,197,3395
unaligned,train,vision,13,196,3395
unaligned,train,vision,14,201,3395
unaligned,train,vision,15,206,3395
unaligned,train,vision,16,205,3395
unaligned,train,vision,17,209,3395
unaligned,train,vision,18,202,3395
unaligned,train,vision,19,210,3395
unaligned,train,vision,20,220,3395
unaligned,train,vision,21,242,3395
unaligned,train,vision,22,243,3395
unaligned,train,vision,23,241,3395
unaligned,train,vision,24,251,3395
unaligned,train,vision,25,261,3395
unaligned,train,vision,26,262,3395
unaligned,train,vision,27,286,3395
unaligned,train,vision,28,293,3395
unaligned,train,vision,29,311,3395
unaligned,train,vision,30,324,3395
unaligned,train,vision,31,332,3395
unaligned,train,vision,32,342,3395
unaligned,train,vision,33,367,3395
unaligned,train,vision,34,376,3395
unaligned,train,vision,35,391,3395
unaligned,train,vision,36,399,3395
unaligned,train,vision,37,424,3395
unaligned,train,vision,38,430,3395
unaligned,train,vision,39,458,3395
unaligned,train,vision,40,471,3395
unaligned,train,vision,41,490,3395
unaligned,train,vision,42,514,3395
unaligned,train,vision,43,539,3395
unaligned,train,vision,44,570,3395
unaligned,train,vision,45,578,3395
unaligned,train,vision,46,595,3395
unaligned,train,vision,47,624,3395
unaligned,train,vision,48,650,3395
unaligned,train,vision,49,673,3395
unaligned,train,vision,50,701,3395
unaligned,train,vision,51,721,3395
unaligned,train,vision,52,743,3395
unaligned,train,vision,53,770,3395
unaligned,train,vision,54,794,3395
unaligned,train,vision,55,809,3395
unaligned,train,vision,56,847,3395
unaligned,train,vision,57,860,3395
unaligned,train,vision,58,885,3395
unaligned,train,vision,59,894,3395
unaligned,train,vision,60,919,3395
unaligned,train,vision,61,934,3395
unaligned,train,vision,62,965,3395
unaligned,train,vision,63,984,3395
unaligned,train,vision,64,1015,3395
unaligned,train,vision,65,1038,3395
unaligned,train,vision,66,1048,3395
unaligned,train,vision,67,1082,3395
unaligned,train,vision,68,1099,3395
unaligned,train,vision,69,1123,3395
unaligned,train,vision,70,1153,3395
unaligned,train,vision,71,1182,3395
unaligned,train,vision,72,1209,3395
unaligned,train,vision,73,1236,3395
unaligned,train,vision,74,1255,3395
unaligned,train,vision,75,1284,3395
unaligned,train,vision,76,1309,3395
unaligned,train,vision,77,1336,3395
unaligned,train,vision,78,1351,3395
unaligned,train,vision,79,1379,3395
unaligned,train,vision,80,1415,3395
unaligned,train,vision,81,1440,3395
unaligned,train,vision,82,1476,3395
unaligned,train,vision,83,1506,3395
unaligned,train,vision,84,1527,3395
unaligned,train,vision,85,1556,3395
unaligned,train,vision,86,1584,3395
unaligned,train,vision,87,1624,3395
unaligned,train,vision,88,1648,3395
unaligned,train,vision,89,1684,3395
unaligned,train,vision,90,1696,3395
unaligned,train,vision,91,1715,3395
unaligned,train,vision,92,1730,3395
unaligned,train,vision,93,1762,3395
unaligned,train,vision,94,1789,3395
unaligned,train,vision,95,1815,3395
unaligned,train,vision,96,1833,3395
unaligned,train,vision,97,1866,3395
unaligned,train,vision,98,1900,3395
unaligned,train,vision,99,1923,3395
unaligned,train,vision,100,1960,3395
unaligned,train,vision,101,1987,3395
unaligned,train,vision,102,2008,3395
unaligned,train,vision,103,2027,3395
unaligned,train,vision,104,2042,3395
unaligned,train,vision,105,2066,3395
unaligned,train,vision,106,2079,3395
unaligned,train,vision,107,2100,3395
unaligned,train,vision,108,2117,3395
unaligned,train,vision,109,2130,3395
unaligned,train,vision,110,2151,3395
unaligned,train,vision,111,2169,3395
unaligned,train,vision,112,2191,3395
unaligned,train,vision,113,2216,3395
unaligned,train,vision,114,2234,3395
unaligned,train,vision,115,2249,3395
unaligned,train,vision,116,2271,3395
unaligned,train,vision,117,2295,3395
unaligned,train,vision,118,2314,3395
unaligned,train,vision,119,2331,3395
unaligned,train,vision,120,2349,3395
unaligned,train,vision,121,2367,3395
unaligned,train,vision,122,2378,3395
unaligned,train,vision,123,2397,3395
unaligned,train,vision,124,2411,3395
unaligned,train,vision,125,2435,3395
unaligned,train,vision,126,2448,3395
unaligned,train,vision,127,2458,3395
unaligned,train,vision,128,2476,3395
unaligned,train,vision,129,2487,3395
unaligned,train,vision,130,2502,3395
unaligned,train,vision,131,2520,3395
unaligned,train,vision,132,2531,3395
unaligned,train,vision,133,2539,3395
unaligned,train,vision,134,2549,3395
unaligned,train,vision,135,2568,3395
unaligned,train,vision,136,2581,3395
unaligned,train,vision,137,2593,3395
unaligned,train,vision,138,2606,3395
unaligned,train,vision,139,2621,3395
unaligned,train,vision,140,2628,3395
unaligned,train,vision,141,2635,3395
unaligned,train,vision,142,2652,3395
unaligned,train,vision,143,2662,3395
unaligned,train,vision,144,2676,3395
unaligned,train,vision,145,2688,3395
unaligned,train,vision,146,2698,3395
unaligned,train,vision,147,2706,3395
unaligned,train,vision,148,2722,3395
unaligned,train,vision,149,2734,3395
unaligned,train,vision,150,2746,3395
unaligned,train,vision,151,2755,3395
unaligned,train,vision,152,2760,3395
unaligned,train,vision,153,2766,3395
unaligned,train,vision,154,2775,3395
unaligned,train,vision,155,2777,3395
unaligned,train,vision,156,2787,3395
unaligned,train,vision,157,2794,3395
unaligned,train,vision,158,2810,3395
unaligned,train,vision,159,2816,3395
unaligned,train,vision,160,2829,3395
unaligned,train,vision,161,2842,3395
unaligned,train,vision,162,2843,3395
unaligned,train,vision,163,2859,3395
unaligned,train,vision,164,2866,3395
unaligned,train,vision,165,2866,3395
unaligned,train,vision,166,2876,3395
unaligned,train,vision,167,2882,3395
unaligned,train,vision,168,2891,3395
unaligned,train,vision,169,2901,3395
unaligned,train,vision,170,2908,3395
unaligned,train,vision,171,2915,3395
unaligned,train,vision,172,2924,3395
unaligned,train,vision,173,2927,3395
unaligned,train,vision,174,2934,3395
unaligned,train,vision,175,2940,3395
unaligned,train,vision,176,2946,3395
unaligned,train,vision,177,2949,3395
unaligned,train,vision,178,2951,3395
unaligned,train,vision,179,2961,3395
unaligned,train,vision,180,2969,3395
unaligned,train,vision,181,2980,3395
unaligned,train,vision,182,2988,3395
unaligned,train,vision,183,2992,3395
unaligned,train,vision,184,3001,3395
unaligned,train,vision,185,3010,3395
unaligned,train,vision,186,3017,3395
unaligned,train,vision,187,3022,3395
unaligned,train,vision,188,3029,3395
unaligned,train,vision,189,3032,3395
unaligned,train,vision,190,3039,3395
unaligned,train,vision,191,3040,3395
unaligned,train,vision,192,3046,3395
unaligned,train,vision,193,3053,3395
unaligned,train,vision,194,3058,3395
unaligned,train,vision,195,3061,3395
unaligned,train,vision,196,3066,3395
unaligned,train,vision,197,3072,3395
unaligned,train,vision,198,3077,3395
unaligned,train,vision,199,3079,3395
unaligned,train,vision,200,3083,3395
unaligned,train,vision,201,3089,3395
unaligned,train,vision,202,3095,3395
unaligned,train,vision,203,3098,3395
unaligned,train,vision,204,3097,3395
unaligned,train,vision,205,3104,3395
unaligned,train,vision,206,3110,3395
unaligned,train,vision,207,3111,3395
unaligned,train,vision,208,3118,3395
unaligned,train,vision,209,3120,3395
unaligned,train,vision,210,3124,3395
unaligned,train,vision,211,3127,3395
unaligned,train,vision,212,3132,3395
unaligned,train,vision,213,3134,3395
unaligned,train,vision,214,3138,3395
unaligned,train,vision,215,3142,3395
unaligned,train,vision,216,3148,3395
unaligned,train,vision,217,3150,3395
unaligned,train,vision,218,3152,3395
unaligned,train,vision,219,3158,3395
unaligned,train,vision,220,3159,3395
unaligned,train,vision,221,3170,3395
unaligned,train,vision,222,3171,3395
unaligned,train,vision,223,3177,3395
unaligned,train,vision,224,3181,3395
unaligned,train,vision,225,3184,3395
unaligned,train,vision,226,3190,3395
unaligned,train,vision,227,3196,3395
unaligned,train,vision,228,3199,3395
unaligned,train,vision,229,3199,3395
unaligned,train,vision,230,3201,3395
unaligned,train,vision,231,3204,3395
unaligned,train,vision,232,3206,3395
unaligned,train,vision,233,3211,3395
unaligned,train,vision,234,3210,3395
unaligned,train,vision,235,3215,3395
unaligned,train,vision,236,3220,3395
unaligned,train,vision,237,3221,3395
unaligned,train,vision,238,3223,3395
unaligned,train,vision,239,3226,3395
unaligned,train,vision,240,3225,3395
unaligned,train,vision,241,3229,3395
unaligned,train,vision,242,3235,3395
unaligned,train,vision,243,3235,3395
unaligned,train,vision,244,3237,3395
unaligned,train,vision,245,3241,3395
unaligned,train,vision,246,3244,3395
unaligned,train,vision,247,3247,3395
unaligned,train,vision,248,3251,3395
unaligned,train,vision,249,3253,3395
unaligned,train,vision,250,3252,3395
unaligned,train,vision,251,3257,3395
unaligned,train,vision,252,3257,3395
unaligned,train,vision,253,3257,3395
unaligned,train,vision,254,3261,3395
unaligned,train,vision,255,3261,3395
unaligned,train,vision,256,3261,3395
unaligned,train,vision,257,3263,3395
unaligned,train,vision,258,3263,3395
unaligned,train,vision,259,3265,3395
unaligned,train,vision,260,3264,3395
unaligned,train,vision,261,3266,3395
unaligned,train,vision,262,3268,3395
unaligned,train,vision,263,3271,3395
unaligned,train,vision,264,3271,3395
unaligned,train,vision,265,3275,3395
unaligned,train,vision,266,3275,3395
unaligned,train,vision,267,3281,3395
unaligned,train,vision,268,3282,3395
unaligned,train,vision,269,3284,3395
unaligned,train,vision,270,3285,3395
unaligned,train,vision,271,3289,3395
unaligned,train,vision,272,3289,3395
unaligned,train,vision,273,3291,3395
unaligned,train,vision,274,3291,3395
unaligned,train,vision,275,3295,3395
unaligned,train,vision,276,3298,3395
unaligned,train,vision,277,3298,3395
unaligned,train,vision,278,3301,3395
unaligned,train,vision,279,3303,3395
unaligned,train,vision,280,3305,3395
unaligned,train,vision,281,3305,3395
unaligned,train,vision,282,3305,3395
unaligned,train,vision,283,3305,3395
unaligned,train,vision,284,3307,3395
unaligned,train,vision,285,3307,3395
unaligned,train,vision,286,3309,3395
unaligned,train,vision,287,3313,3395
unaligned,train,vision,288,3315,3395
unaligned,train,vision,289,3315,3395
unaligned,train,vision,290,3317,3395
unaligned,train,vision,291,3319,3395
unaligned,train,vision,292,3320,3395
unaligned,train,vision,293,3322,3395
unaligned,train,vision,294,3323,3395
unaligned,train,vision,295,3324,3395
unaligned,train,vision,296,3326,3395
unaligned,train,vision,297,3325,3395
unaligned,train,vision,298,3325,3395
unaligned,train,vision,299,3325,3395
unaligned,train,vision,300,3327,3395
unaligned,train,vision,301,3328,3395
unaligned,train,vision,302,3330,3395
unaligned,train,vision,303,3333,3395
unaligned,train,vision,304,3332,3395
unaligned,train,vision,305,3334,3395
unaligned,train,vision,306,3334,3395
unaligned,train,vision,307,3334,3395
unaligned,train,vision,308,3337,3395
unaligned,train,vision,309,3340,3395
unaligned,train,vision,310,3339,3395
unaligned,train,vision,311,3339,3395
unaligned,train,vision,312,3340,3395
unaligned,train,vision,313,3340,3395
unaligned,train,vision,314,3342,3395
unaligned,train,vision,315,3345,3395
unaligned,train,vision,316,3345,3395
unaligned,train,vision,317,3347,3395
unaligned,train,vision,318,3345,3395
unaligned,train,vision,319,3346,3395
unaligned,train,vision,320,3346,3395
unaligned,train,vision,321,3348,3395
unaligned,train,vision,322,3349,3395
unaligned,train,vision,323,3350,3395
unaligned,train,vision,324,3353,3395
unaligned,train,vision,325,3354,3395
unaligned,train,vision,326,3353,3395
unaligned,train,vision,327,3353,3395
unaligned,train,vision,328,3354,3395
unaligned,train,vision,329,3353,3395
unaligned,train,vision,330,3353,3395
unaligned,train,vision,331,3354,3395
unaligned,train,vision,332,3356,3395
unaligned,train,vision,333,3356,3395
unaligned,train,vision,334,3357,3395
unaligned,train,vision,335,3357,3395
unaligned,train,vision,336,3356,3395
unaligned,train,vision,337,3356,3395
unaligned,train,vision,338,3358,3395
unaligned,train,vision,339,3358,3395
unaligned,train,vision,340,3360,3395
unaligned,train,vision,341,3360,3395
unaligned,train,vision,342,3361,3395
unaligned,train,vision,343,3361,3395
unaligned,train,vision,344,3361,3395
unaligned,train,vision,345,3359,3395
unaligned,train,vision,346,3360,3395
unaligned,train,vision,347,3361,3395
unaligned,train,vision,348,3361,3395
unaligned,train,vision,349,3361,3395
unaligned,train,vision,350,3362,3395
unaligned,train,vision,351,3361,3395
unaligned,train,vision,352,3362,3395
unaligned,train,vision,353,3363,3395
unaligned,train,vision,354,3363,3395
unaligned,train,vision,355,3364,3395
unaligned,train,vision,356,3364,3395
unaligned,train,vision,357,3364,3395
unaligned,train,vision,358,3365,3395
unaligned,train,vision,359,3365,3395
unaligned,train,vision,360,3366,3395
unaligned,train,vision,361,3366,3395
unaligned,train,vision,362,3367,3395
unaligned,train,vision,363,3368,3395
unaligned,train,vision,364,3369,3395
unaligned,train,vision,365,3369,3395
unaligned,train,vision,366,3369,3395
unaligned,train,vision,367,3369,3395
unaligned,train,vision,368,3369,3395
unaligned,train,vision,369,3370,3395
unaligned,train,vision,370,3370,3395
unaligned,train,vision,371,3372,3395
unaligned,train,vision,372,3372,3395
unaligned,train,vision,373,3372,3395
unaligned,train,vision,374,3373,3395
unaligned,train,vision,375,3373,3395
unaligned,train,vision,376,3373,3395
unaligned,train,vision,377,3373,3395
unaligned,train,vision,378,3373,3395
unaligned,train,vision,379,3377,3395
unaligned,train,vision,380,3377,3395
unaligned,train,vision,381,3376,3395
unaligned,train,vision,382,3376,3395
unaligned,train,vision,383,3376,3395
unaligned,train,vision,384,3377,3395
unaligned,train,vision,385,3376,3395
unaligned,train,vision,386,3377,3395
unaligned,train,vision,387,3376,3395
unaligned,train,vision,388,3377,3395
unaligned,train,vision,389,3377,3395
unaligned,train,vision,390,3377,3395
unaligned,train,vision,391,3377,3395
unaligned,train,vision,392,3377,3395
unaligned,train,vision,393,3378,3395
unaligned,train,vision,394,3379,3395
unaligned,train,vision,395,3379,3395
unaligned,train,vision,396,3381,3395
unaligned,train,vision,397,3380,3395
unaligned,train,vision,398,3381,3395
unaligned,train,vision,399,3380,3395
unaligned,train,vision,400,3381,3395
unaligned,train,vision,401,3382,3395
unaligned,train,vision,402,3382,3395
unaligned,train,vision,403,3382,3395
unaligned,train,vision,404,3382,3395
unaligned,train,vision,405,3382,3395
unaligned,train,vision,406,3382,3395
unaligned,train,vision,407,3382,3395
unaligned,train,vision,408,3383,3395
unaligned,train,vision,409,3383,3395
unaligned,train,vision,410,3382,3395
unaligned,train,vision,411,3382,3395
unaligned,train,vision,412,3381,3395
unaligned,train,vision,413,3382,3395
unaligned,train,vision,414,3381,3395
unaligned,train,vision,415,3381,3395
unaligned,train,vision,416,3381,3395
unaligned,train,vision,417,3381,3395
unaligned,train,vision,418,3381,3395
unaligned,train,vision,419,3381,3395
unaligned,train,vision,420,3381,3395
unaligned,train,vision,421,3381,3395
unaligned,train,vision,422,3381,3395
unaligned,train,vision,423,3381,3395
unaligned,train,vision,424,3381,3395
unaligned,train,vision,425,3382,3395
unaligned,train,vision,426,3382,3395
unaligned,train,vision,427,3382,3395
unaligned,train,vision,428,3382,3395
unaligned,train,vision,429,3382,3395
unaligned,train,vision,430,3382,3395
unaligned,train,vision,431,3382,3395
unaligned,train,vision,432,3382,3395
unaligned,train,vision,433,3382,3395
unaligned,train,vision,434,3382,3395
unaligned,train,vision,435,3382,3395
unaligned,train,vision,436,3382,3395
unaligned,train,vision,437,3382,3395
unaligned,train,vision,438,3382,3395
unaligned,train,vision,439,3384,3395
unaligned,train,vision,440,3384,3395
unaligned,train,vision,441,3384,3395
unaligned,train,vision,442,3384,3395
unaligned,train,vision,443,3384,3395
unaligned,train,vision,444,3384,3395
unaligned,train,vision,445,3385,3395
unaligned,train,vision,446,3384,3395
unaligned,train,vision,447,3384,3395
unaligned,train,vision,448,3384,3395
unaligned,train,vision,449,3384,3395
unaligned,train,vision,450,3384,3395
unaligned,train,vision,451,3384,3395
unaligned,train,vision,452,3384,3395
unaligned,train,vision,453,3385,3395
unaligned,train,vision,454,3385,3395
unaligned,train,vision,455,3385,3395
unaligned,train,vision,456,3386,3395
unaligned,train,vision,457,3386,3395
unaligned,train,vision,458,3386,3395
unaligned,train,vision,459,3386,3395
unaligned,train,vision,460,3386,3395
unaligned,train,vision,461,3387,3395
unaligned,train,vision,462,3387,3395
unaligned,train,vision,463,3388,3395
unaligned,train,vision,464,3387,3395
unaligned,train,vision,465,3387,3395
unaligned,train,vision,466,3386,3395
unaligned,train,vision,467,3387,3395
unaligned,train,vision,468,3387,3395
unaligned,train,vision,469,3387,3395
unaligned,train,vision,470,3387,3395
unaligned,train,vision,471,3387,3395
unaligned,train,vision,472,3387,3395
unaligned,train,vision,473,3387,3395
unaligned,train,vision,474,3387,3395
unaligned,train,vision,475,3387,3395
unaligned,train,vision,476,3388,3395
unaligned,train,vision,477,3388,3395
unaligned,train,vision,478,3388,3395
unaligned,train,vision,479,3388,3395
unaligned,train,vision,480,3388,3395
unaligned,train,vision,481,3388,3395
unaligned,train,vision,482,3388,3395
unaligned,train,vision,483,3388,3395
unaligned,train,vision,484,3388,3395
unaligned,train,vision,485,3388,3395
unaligned,train,vision,486,3388,3395
unaligned,train,vision,487,3388,3395
unaligned,train,vision,488,3388,3395
unaligned,train,vision,489,3389,3395
unaligned,train,vision,490,3389,3395
unaligned,train,vision,491,3389,3395
unaligned,train,vision,492,3389,3395
unaligned,train,vision,493,3389,3395
unaligned,train,vision,494,3389,3395
unaligned,train,vision,495,3389,3395
unaligned,train,vision,496,3389,3395
unaligned,train,vision,497,3389,3395
unaligned,train,vision,498,3389,3395
unaligned,train,vision,499,3390,3395
unaligned,valid,text,0,0,728
unaligned,valid,text,1,0,728
unaligned,valid,text,2,0,728
unaligned,valid,text,3,0,728
unaligned,valid,text,4,0,728
unaligned,valid,text,5,0,728
unaligned,valid,text,6,0,728
unaligned,valid,text,7,0,728
unaligned,valid,text,8,0,728
unaligned,valid,text,9,0,728
unaligned,valid,text,10,0,728
unaligned,valid,text,11,0,728
unaligned,valid,text,12,0,728
unaligned,valid,text,13,0,728
unaligned,valid,text,14,0,728
unaligned,valid,text,15,0,728
unaligned,valid,text,16,0,728
unaligned,valid,text,17,0,728
unaligned,valid,text,18,0,728
unaligned,valid,text,19,0,728
unaligned,valid,text,20,0,728
unaligned,valid,text,21,0,728
unaligned,valid,text,22,0,728
unaligned,valid,text,23,0,728
unaligned,valid,text,24,0,728
unaligned,valid,text,25,0,728
unaligned,valid,text,26,0,728
unaligned,valid,text,27,0,728
unaligned,valid,text,28,0,728
unaligned,valid,text,29,0,728
unaligned,valid,text,30,0,728
unaligned,valid,text,31,0,728
unaligned,valid,text,32,0,728
unaligned,valid,text,33,0,728
unaligned,valid,text,34,0,728
unaligned,valid,text,35,0,728
unaligned,valid,text,36,0,728
unaligned,valid,text,37,0,728
unaligned,valid,text,38,0,728
unaligned,valid,text,39,0,728
unaligned,valid,text,40,0,728
unaligned,valid,text,41,0,728
unaligned,valid,text,42,0,728
unaligned,valid,text,43,0,728
unaligned,valid,text,44,0,728
unaligned,valid,text,45,0,728
unaligned,valid,text,46,0,728
unaligned,valid,text,47,0,728
unaligned,valid,text,48,0,728
unaligned,valid,text,49,0,728
unaligned,valid,audio,0,0,728
unaligned,valid,audio,1,0,728
unaligned,valid,audio,2,0,728
unaligned,valid,audio,3,0,728
unaligned,valid,audio,4,0,728
unaligned,valid,audio,5,0,728
unaligned,valid,audio,6,0,728
unaligned,valid,audio,7,0,728
unaligned,valid,audio,8,0,728
unaligned,valid,audio,9,0,728
unaligned,valid,audio,10,0,728
unaligned,valid,audio,11,0,728
unaligned,valid,audio,12,1,728
unaligned,valid,audio,13,1,728
unaligned,valid,audio,14,1,728
unaligned,valid,audio,15,1,728
unaligned,valid,audio,16,1,728
unaligned,valid,audio,17,1,728
unaligned,valid,audio,18,1,728
unaligned,valid,audio,19,1,728
unaligned,valid,audio,20,1,728
unaligned,valid,audio,21,1,728
unaligned,valid,audio,22,1,728
unaligned,valid,audio,23,1,728
unaligned,valid,audio,24,1,728
unaligned,valid,audio,25,2,728
unaligned,valid,audio,26,3,728
unaligned,valid,audio,27,4,728
unaligned,valid,audio,28,4,728
unaligned,valid,audio,29,5,728
unaligned,valid,audio,30,5,728
unaligned,valid,audio,31,5,728
unaligned,valid,audio,32,5,728
unaligned,valid,audio,33,5,728
unaligned,valid,audio,34,5,728
unaligned,valid,audio,35,5,728
unaligned,valid,audio,36,8,728
unaligned,valid,audio,37,8,728
unaligned,valid,audio,38,8,728
unaligned,valid,audio,39,9,728
unaligned,valid,audio,40,11,728
unaligned,valid,audio,41,13,728
unaligned,valid,audio,42,15,728
unaligned,valid,audio,43,16,728
unaligned,valid,audio,44,18,728
unaligned,valid,audio,45,19,728
unaligned,valid,audio,46,20,728
unaligned,valid,audio,47,24,728
unaligned,valid,audio,48,25,728
unaligned,valid,audio,49,27,728
unaligned,valid,audio,50,31,728
unaligned,valid,audio,51,33,728
unaligned,valid,audio,52,35,728
unaligned,valid,audio,53,37,728
unaligned,valid,audio,54,39,728
unaligned,valid,audio,55,40,728
unaligned,valid,audio,56,42,728
unaligned,valid,audio,57,43,728
unaligned,valid,audio,58,46,728
unaligned,valid,audio,59,48,728
unaligned,valid,audio,60,48,728
unaligned,valid,audio,61,53,728
unaligned,valid,audio,62,54,728
unaligned,valid,audio,63,56,728
unaligned,valid,audio,64,57,728
unaligned,valid,audio,65,62,728
unaligned,valid,audio,66,64,728
unaligned,valid,audio,67,68,728
unaligned,valid,audio,68,71,728
unaligned,valid,audio,69,75,728
unaligned,valid,audio,70,77,728
unaligned,valid,audio,71,79,728
unaligned,valid,audio,72,80,728
unaligned,valid,audio,73,86,728
unaligned,valid,audio,74,88,728
unaligned,valid,audio,75,92,728
unaligned,valid,audio,76,93,728
unaligned,valid,audio,77,95,728
unaligned,valid,audio,78,96,728
unaligned,valid,audio,79,100,728
unaligned,valid,audio,80,106,728
unaligned,valid,audio,81,112,728
unaligned,valid,audio,82,114,728
unaligned,valid,audio,83,119,728
unaligned,valid,audio,84,127,728
unaligned,valid,audio,85,131,728
unaligned,valid,audio,86,132,728
unaligned,valid,audio,87,139,728
unaligned,valid,audio,88,142,728
unaligned,valid,audio,89,145,728
unaligned,valid,audio,90,149,728
unaligned,valid,audio,91,152,728
unaligned,valid,audio,92,154,728
unaligned,valid,audio,93,162,728
unaligned,valid,audio,94,167,728
unaligned,valid,audio,95,169,728
unaligned,valid,audio,96,174,728
unaligned,valid,audio,97,178,728
unaligned,valid,audio,98,182,728
unaligned,valid,audio,99,191,728
unaligned,valid,audio,100,194,728
unaligned,valid,audio,101,201,728
unaligned,valid,audio,102,203,728
unaligned,valid,audio,103,208,728
unaligned,valid,audio,104,215,728
unaligned,valid,audio,105,228,728
unaligned,valid,audio,106,232,728
unaligned,valid,audio,107,235,728
unaligned,valid,audio,108,236,728
unaligned,valid,audio,109,241,728
unaligned,valid,audio,110,246,728
unaligned,valid,audio,111,248,728
unaligned,valid,audio,112,252,728
unaligned,valid,audio,113,260,728
unaligned,valid,audio,114,271,728
unaligned,valid,audio,115,271,728
unaligned,valid,audio,116,274,728
unaligned,valid,audio,117,279,728
unaligned,valid,audio,118,284,728
unaligned,valid,audio,119,290,728
unaligned,valid,audio,120,294,728
unaligned,valid,audio,121,297,728
unaligned,valid,audio,122,301,728
unaligned,valid,audio,123,302,728
unaligned,valid,audio,124,305,728
unaligned,valid,audio,125,308,728
unaligned,valid,audio,126,316,728
unaligned,valid,audio,127,321,728
unaligned,valid,audio,128,323,728
unaligned,valid,audio,129,325,728
unaligned,valid,audio,130,329,728
unaligned,valid,audio,131,333,728
unaligned,valid,audio,132,337,728
unaligned,valid,audio,133,342,728
unaligned,valid,audio,134,349,728
unaligned,valid,audio,135,354,728
unaligned,valid,audio,136,357,728
unaligned,valid,audio,137,362,728
unaligned,valid,audio,138,368,728
unaligned,valid,audio,139,369,728
unaligned,valid,audio,140,373,728
unaligned,valid,audio,141,378,728
unaligned,valid,audio,142,382,728
unaligned,valid,audio,143,384,728
unaligned,valid,audio,144,387,728
unaligned,valid,audio,145,388,728
unaligned,valid,audio,146,390,728
unaligned,valid,audio,147,398,728
unaligned,valid,audio,148,402,728
unaligned,valid,audio,149,404,728
unaligned,valid,audio,150,409,728
unaligned,valid,audio,151,415,728
unaligned,valid,audio,152,420,728
unaligned,valid,audio,153,425,728
unaligned,valid,audio,154,431,728
unaligned,valid,audio,155,435,728
unaligned,valid,audio,156,437,728
unaligned,valid,audio,157,438,728
unaligned,valid,audio,158,443,728
unaligned,valid,audio,159,447,728
unaligned,valid,audio,160,448,728
unaligned,valid,audio,161,451,728
unaligned,valid,audio,162,455,728
unaligned,valid,audio,163,456,728
unaligned,valid,audio,164,461,728
unaligned,valid,audio,165,465,728
unaligned,valid,audio,166,470,728
unaligned,valid,audio,167,475,728
unaligned,valid,audio,168,478,728
unaligned,valid,audio,169,481,728
unaligned,valid,audio,170,483,728
unaligned,valid,audio,171,484,728
unaligned,valid,audio,172,487,728
unaligned,valid,audio,173,490,728
unaligned,valid,audio,174,492,728
unaligned,valid,audio,175,496,728
unaligned,valid,audio,176,502,728
unaligned,valid,audio,177,507,728
unaligned,valid,audio,178,513,728
unaligned,valid,audio,179,516,728
unaligned,valid,audio,180,519,728
unaligned,valid,audio,181,522,728
unaligned,valid,audio,182,525,728
unaligned,valid,audio,183,531,728
unaligned,valid,audio,184,533,728
unaligned,valid,audio,185,538,728
unaligned,valid,audio,186,540,728
unaligned,valid,audio,187,540,728
unaligned,valid,audio,188,544,728
unaligned,valid,audio,189,546,728
unaligned,valid,audio,190,547,728
unaligned,valid,audio,191,548,728
unaligned,valid,audio,192,550,728
unaligned,valid,audio,193,553,728
unaligned,valid,audio,194,558,728
unaligned,valid,audio,195,559,728
unaligned,valid,audio,196,560,728
unaligned,valid,audio,197,564,728
unaligned,valid,audio,198,569,728
unaligned,valid,audio,199,569,728
unaligned,valid,audio,200,571,728
unaligned,valid,audio,201,574,728
unaligned,valid,audio,202,578,728
unaligned,valid,audio,203,578,728
unaligned,valid,audio,204,580,728
unaligned,valid,audio,205,584,728
unaligned,valid,audio,206,584,728
unaligned,valid,audio,207,586,728
unaligned,valid,audio,208,587,728
unaligned,valid,audio,209,591,728
unaligned,valid,audio,210,595,728
unaligned,valid,audio,211,597,728
unaligned,valid,audio,212,598,728
unaligned,valid,audio,213,599,728
unaligned,valid,audio,214,602,728
unaligned,valid,audio,215,602,728
unaligned,valid,audio,216,602,728
unaligned,valid,audio,217,605,728
unaligned,valid,audio,218,607,728
